   1.0000000000000000e+00	  -1.6954892085623671e-01	  -2.6976926362656772e-01	  -5.9351010813904100e-02	  -5.3733393700666855e-02	  -4.1312213754155391e-02	   2.2268291285801234e-01	   9.9731858167694670e-02	  -1.1514047417610092e-01	   2.4688822164738927e-01	   2.3626396705546049e-01	   3.1145468120506337e-01	  -7.6063902945336367e-02	  -3.4323651797726111e-02	  -3.8383093803637569e-01	  -2.3020009039594175e-01	  -7.1476615396102103e-02	  -2.2289804853714193e-01	  -3.1733059035220218e-01	  -3.7748579756971373e-01	  -3.0745024252717711e-02	  -7.6785022313920537e-02	  -3.2589044933526373e-01	  -3.4363901919249396e-01	  -8.9306367402085501e-02	  -2.3786680537308560e-01	  -4.8633478597020946e-01	  -1.9185875726214771e-01	  -2.4885372749053305e-02	  -2.9567030246426296e-01	  -3.0703258191820149e-01	  -1.0920578047925171e-01	  -4.2607579885218010e-02	
  -1.6954892085623671e-01	   1.0000000000000000e+00	   7.0189720208175721e-01	   3.4256265505402766e-01	   1.0179928847640807e-01	   2.2013082867659650e-01	   1.4219176921496288e-01	  -1.7905148951087249e-01	  -6.4386617556389858e-02	   1.7114445783806795e-01	  -1.4000895113454767e-01	   1.7956030558963657e-01	   5.1816370565156677e-01	   3.6109942756840541e-01	   5.5024226255611342e-01	   6.1113898269560252e-01	  -6.5628007220812509e-02	   2.6051386121117182e-01	   2.7610283272144193e-01	   3.6327570885957577e-01	   2.0382340613728481e-01	  -8.7620161963490234e-02	   4.8223639253542250e-01	   3.4314893258573320e-01	   8.5306190653930941e-02	  -4.7323169701780354e-02	   6.6302465849260681e-02	   1.3416275830360380e-01	  -1.1013521010326092e-01	   1.1704498394559013e-02	  -1.2553269843065104e-01	  -3.6943406029030519e-02	  -1.8217772009446173e-01	
  -2.6976926362656772e-01	   7.0189720208175710e-01	   1.0000000000000000e+00	   1.5107499630272514e-01	   2.8909023366616413e-02	   7.9841666843225328e-02	   1.3785033692927592e-01	  -9.3789890371313994e-02	   2.9873478991221947e-02	   1.9684011704067245e-01	  -2.9984793123679396e-02	   2.3187403388409114e-01	   6.3751363480747836e-01	   2.5656189758016890e-01	   4.5195568871187158e-01	   3.8353677324612895e-01	   1.7636225747296022e-02	   1.6534921568816974e-01	   1.6894181890620202e-01	   5.5956601839354347e-01	   2.8749298763594994e-01	   6.2688327505587171e-02	   5.5736042464403879e-01	   4.1836440472057967e-01	  -5.2442460133335103e-02	  -6.1447445494504815e-02	   2.0759717084192872e-01	   2.9013633647383023e-02	  -1.0772832574905360e-01	   1.1452417905898916e-01	   1.1433947721466334e-01	   1.9436941563898519e-01	  -1.1891097610439423e-01	
  -5.9351010813904093e-02	   3.4256265505402766e-01	   1.5107499630272511e-01	   1.0000000000000000e+00	   8.3273276803722052e-01	   1.7764936656458519e-01	  -2.1600803106423319e-01	   7.3825493082496765e-02	  -1.1225768112813904e-01	  -2.2632842995083463e-01	   1.2570657891273004e-01	  -2.8198083170497812e-01	  -1.6755850854111329e-01	  -3.3289285760786763e-01	  -1.3148250947814602e-01	   7.5536751644234523e-01	  -2.5518565837108537e-01	  -2.5883561168498675e-01	  -1.6765242231506228e-01	  -1.9720298399264688e-01	  -3.1270558915470142e-01	  -2.2899196582510070e-01	   4.9026545230797597e-01	  -2.7553644995664867e-01	   6.5949438082196485e-02	  -2.3483544207841844e-01	  -4.3904867814512605e-01	  -1.1986308484183250e-02	  -2.7405016130207133e-01	  -1.1751593285353069e-01	  -1.0516423426704656e-01	  -3.4054020596253132e-01	  -3.7498730871085156e-01	
  -5.3733393700666855e-02	   1.0179928847640805e-01	   2.8909023366616413e-02	   8.3273276803722052e-01	   1.0000000000000000e+00	   9.5315760437538477e-02	  -4.2500149369661444e-01	  -1.5106756955766754e-01	  -1.4946828683246619e-01	  -3.7019968348469512e-01	  -7.5811925271157515e-02	  -2.6877615730448928e-01	  -2.6268593539244661e-01	  -4.6351121057218120e-01	  -3.8365259590749534e-01	   4.6579529464940572e-01	  -3.1474983063134471e-01	  -4.2481999015774674e-01	  -2.9509870338021621e-01	  -3.9205005726970343e-01	  -4.8150316956421224e-01	  -3.7718969131671348e-01	   4.4570210742065097e-01	  -4.1094234176300992e-01	   1.7722729849229038e-01	  -1.7906650374195526e-01	  -5.7249441432242132e-01	  -6.0137055276606281e-02	  -4.1321519180260408e-01	  -1.4568347173763913e-01	  -2.2844000071058590e-01	  -5.5189423591279241e-01	  -4.6428203481558372e-01	
  -4.1312213754155391e-02	   2.2013082867659653e-01	   7.9841666843225328e-02	   1.7764936656458519e-01	   9.5315760437538477e-02	   1.0000000000000000e+00	   1.5842438738651166e-01	  -1.8016818125243794e-01	   6.7936968658014352e-01	   3.0061081142655899e-01	  -9.6896167191556415e-02	   2.6965271421927406e-01	   1.4343899466936800e-02	  -6.2547563209067375e-02	   3.3061550133896578e-01	   9.6812417339360718e-02	  -2.8424457729084091e-01	   4.6644216155482962e-02	  -3.4989842897160101e-01	   1.1757349179902775e-01	   1.7149355679688566e-01	  -2.8895249187164052e-01	  -1.4085777544443826e-02	   6.3225655039365475e-02	   1.3172929202705515e-02	  -1.4739513377373986e-01	  -1.3519065436393601e-01	  -3.5061387749067190e-02	  -2.8121569117779183e-01	  -2.0150979404779397e-02	  -4.1735715809218515e-01	  -2.2091628692793050e-01	  -3.0883513455336131e-01	
   2.2268291285801234e-01	   1.4219176921496288e-01	   1.3785033692927592e-01	  -2.1600803106423319e-01	  -4.2500149369661444e-01	   1.5842438738651163e-01	   1.0000000000000000e+00	   5.3346746093129138e-01	   3.4820742114461389e-01	   8.6935111987880653e-01	   5.5365380470137038e-01	   4.8883479420754805e-01	   2.2202332274383524e-01	   1.5819955864015520e-01	   3.9238119770175162e-01	  -5.9042141304459499e-02	   3.0504354692942226e-01	   2.8176305477351316e-01	   5.4396106343510605e-03	   3.3645563307126053e-01	   5.2438007000322828e-01	   4.4926265554196743e-01	  -8.9592058091166091e-02	   4.9727474122608079e-01	  -2.1069647327373389e-01	  -6.6127924354130507e-02	   1.6645697639433832e-01	   2.7092257382429397e-01	   3.5415918065837781e-01	   9.4200076225005105e-02	   1.6683171896892696e-01	   4.2650861158499004e-01	   3.4639072942997184e-01	
   9.9731858167694670e-02	  -1.7905148951087249e-01	  -9.3789890371313994e-02	   7.3825493082496779e-02	  -1.5106756955766754e-01	  -1.8016818125243794e-01	   5.3346746093129138e-01	   1.0000000000000000e+00	   8.9225411431610016e-02	   3.5194237226091551e-01	   8.6943089653632299e-01	   7.8780693405056224e-02	  -7.9187413729278316e-02	   4.9540842588865720e-03	  -2.4112399373116027e-02	   1.7394506051350336e-01	   3.7711292014809367e-01	   3.3105109967843910e-02	   1.7984770368181976e-01	   8.8957436389570391e-02	   1.8233181277680688e-01	   5.7303210381640923e-01	   3.0129781026476642e-02	   2.5435531947447659e-01	  -1.8583158785054574e-01	   8.5985378104121046e-02	   1.8363586317579458e-01	   1.3313246274718332e-01	   5.6191079066707350e-01	   1.0380379820838467e-01	   6.1402585135516574e-01	   4.4815569611946343e-01	   4.8912033812950761e-01	
  -1.1514047417610092e-01	  -6.4386617556389858e-02	   2.9873478991221947e-02	  -1.1225768112813904e-01	  -1.4946828683246619e-01	   6.7936968658014352e-01	   3.4820742114461389e-01	   8.9225411431610016e-02	   1.0000000000000000e+00	   4.6844852024688638e-01	   4.9433896836065638e-02	   3.5472064115611135e-01	   3.3166133081816103e-02	  -1.9718342999089901e-02	   2.7106053881426678e-01	  -1.4465733637326170e-01	  -1.3855947697477264e-01	   1.8120969520499075e-01	  -2.3760752255186107e-01	   3.6202390512316390e-01	   3.1417101960604910e-01	  -2.9970658195754403e-02	  -6.0725908507255483e-02	   3.1101979224419740e-01	  -1.1589951531693714e-01	  -6.7806066985610688e-02	   1.8394044056564879e-01	  -1.4455238156350431e-01	  -3.8282229486710714e-02	  -5.2363999391399484e-02	  -1.2174011915919423e-01	   1.3231681729133168e-01	  -4.8906796022833807e-02	
   2.4688822164738927e-01	   1.7114445783806795e-01	   1.9684011704067245e-01	  -2.2632842995083460e-01	  -3.7019968348469512e-01	   3.0061081142655899e-01	   8.6935111987880653e-01	   3.5194237226091546e-01	   4.6844852024688644e-01	   1.0000000000000000e+00	   4.2591094348761993e-01	   4.8079520852779289e-01	   2.9720718815693542e-01	   1.4592564413818643e-01	   3.9812780208622928e-01	  -1.1621680379747368e-01	   2.1496530067593272e-01	   3.0160958462800708e-01	   6.4363898715901480e-03	   3.7963588978937829e-01	   5.4064430101593741e-01	   3.8138044914176955e-01	  -8.0849115261369564e-02	   4.0768779832460522e-01	  -2.1828253256121641e-01	  -4.6752633927478957e-02	   1.5585413551248142e-01	   2.1775251821166391e-01	   3.1020433899706595e-01	   1.0709484699471616e-01	   6.8727841589883834e-02	   3.9593918670189027e-01	   3.1726566289591468e-01	
